"","overallx","nrisk1","nrisk2","nrisk3","nrisk4","nrisk5","nrisk6","nrisk7","nrisk8","nrisk9","nrisk10","nrisk11","nrisk12","nrisk13","nrisk14","nrisk15","nrisk16","nrisk17","nrisk18","nrisk19","nrisk20","nrisk21","nrisk22","nrisk23","nrisk24","nrisk25","nrisk26","nrisk27","nrisk28","nrisk29","nrisk30","nrisk31","nrisk32","nrisk33","nrisk34","nrisk35","nrisk36","nrisk37","nrisk38","nrisk39","nrisk40","nrisk41","nrisk42","nrisk43","nrisk44","nrisk45","nrisk46","nrisk47","nrisk48","nrisk49","nrisk50","nrisk51","nrisk52","nrisk53","nrisk54","nrisk55","nrisk56","nrisk57","nrisk58","nrisk59"
"794",1,6,1,1,6,1,2,2,2,2,2,2,2,2,2,3,5,2,3,2,1,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2
"795",0,5,1,1,5,1,6,1,2,1,1,1,6,2,2,2,2,2,5,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"796",0,2,3,1,3,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,6,6,1,1,4,4,6,6
"797",1,4,6,4,1,4,2,1,6,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,4,4,1,1,1,1,1,1,1,1,4,4,6,4,1,1,1,1,1,1,1,1
"798",1,6,2,4,5,2,4,1,2,2,2,4,2,2,1,6,3,2,4,2,2,2,2,2,2,2,4,2,4,2,3,2,4,2,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,6,2,4,2,3,2,6,2
"799",0,6,1,1,6,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6
"800",0,2,2,1,3,1,1,2,1,1,1,1,2,1,4,2,2,2,3,2,2,2,4,2,3,2,2,2,3,2,2,2,3,2,2,2,1,2,1,2,1,2,4,2,1,2,1,2,3,2,2,2,4,2,4,2,3,2,6,2
"801",0,6,2,2,5,2,2,2,2,3,3,2,2,2,2,4,2,2,6,2,2,2,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,6,6
"802",0,6,1,1,6,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,3,2,1,2,1,2,1,2,1,2
"803",1,2,5,1,5,1,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"804",0,4,2,3,4,1,2,2,2,1,1,1,1,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
"805",0,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
"806",0,2,3,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,6,2,2,2,2,2,2,2
"807",0,4,1,2,4,1,2,1,1,1,1,1,1,2,2,4,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,2,1
"808",0,4,2,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1
"809",1,6,1,2,6,1,4,3,2,1,1,1,1,1,1,5,1,2,2,2,1,1,1,1,2,2,4,2,5,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,2,2,2,2,1,1,6,5,1,1,1,1,1,1,6,6
"810",0,3,1,3,3,1,3,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2
"811",0,4,1,3,3,1,1,2,4,2,1,4,1,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,4,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,4,4,1,1,6,6
"812",0,4,4,3,4,1,1,1,3,1,1,1,1,1,1,3,4,2,3,2,1,2,3,2,4,2,2,2,3,2,2,2,1,2,2,2,3,2,2,2,2,2,1,2,2,2,1,2,2,2,3,2,6,2,3,2,3,2,2,2
"813",1,6,6,5,6,4,6,3,4,3,5,5,5,4,4,5,2,2,6,6,4,3,6,6,6,6,6,6,5,4,5,4,6,6,6,6,5,5,4,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2
"814",1,6,2,1,6,1,1,1,2,1,3,4,1,2,1,4,4,2,4,2,1,2,4,2,5,2,4,2,4,2,2,2,4,2,2,2,1,2,2,2,2,2,2,2,1,2,4,2,2,2,6,2,6,2,6,2,2,2,6,2
"815",0,4,1,1,4,1,2,1,1,1,1,2,3,2,2,4,2,4,2,2,2,2,4,4,2,3,3,3,3,3,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,3,2,2,1,1,2,2,2,2
"816",0,5,1,1,5,1,1,1,1,1,1,1,1,1,1,4,6,6,1,1,6,6,1,1,1,1,1,1,3,3,2,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,3,1,1,4,4
"817",0,2,2,4,3,1,5,4,2,2,1,3,2,1,1,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,3,2
"818",0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,1,1,2,2,2,1,1,1,2,1,2,1,2,2,2
"819",0,2,1,5,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,4,1,4,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1
"820",0,4,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"821",1,4,2,5,4,1,1,1,4,2,1,2,1,6,1,4,2,2,2,2,2,2,1,1,2,2,6,1,4,2,1,2,2,2,4,2,2,6,2,2,1,2,1,2,2,2,2,2,3,2,4,2,1,1,2,2,2,2,2,1
"822",0,4,2,3,2,1,2,2,3,1,1,1,2,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,3,2,2,2,2,2,1,2,1,2,1,2,4,2,2,2,2,2,3,2,1,2
"823",0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,2,1,2,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,3
"824",0,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
"825",0,3,2,3,2,2,6,1,3,1,1,2,1,1,1,4,2,2,4,2,1,1,2,2,4,3,2,2,3,3,3,2,2,2,2,3,1,1,3,2,1,1,1,1,1,1,1,1,2,1,4,4,2,1,2,2,2,2,1,1
"826",1,3,1,4,2,3,3,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,4,4,4,3,3,3,3,6,6,4,1,6,6,4,4,1,1,1,1,1,1,1,1,6,6,4,4,4,4,4,4,4,4,6,6
"827",0,4,1,1,3,1,2,1,2,1,1,1,1,1,1,2,1,3,1,2,1,2,1,5,1,2,2,2,2,3,2,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,2,1,2,1,2,2,2,6,2
"828",0,2,4,2,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,2,2,2,2,2,2,2,2,5,5,2,2,2,2,1,1,2,2,4,4,4,4,1,1,1,1,1,1,3,3
"829",0,2,2,4,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1
"830",0,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,6,2,1,2,3,2,1,2,1,2
"831",0,2,3,3,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,3,2,2,2,3,2,2,2,2,2
"832",0,4,1,3,6,2,3,2,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,3,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,6
"833",0,4,2,2,2,2,1,1,2,1,2,2,1,1,1,2,4,4,2,4,1,1,2,2,3,3,1,4,3,3,2,3,3,3,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,4,1,4,2,4,2,4,6,2
"834",0,4,2,2,4,1,5,1,4,4,4,2,1,2,2,3,6,2,3,1,1,1,2,2,3,2,6,2,4,4,4,4,1,6,2,2,1,1,2,2,5,5,4,4,1,1,1,1,2,2,4,2,6,1,4,4,1,1,1,1
"835",1,6,2,1,6,1,1,1,5,2,1,1,4,1,1,5,5,5,5,5,1,1,5,5,4,5,4,4,5,5,2,2,6,6,4,4,2,3,2,2,1,1,2,2,1,1,4,4,4,4,6,6,5,5,2,2,4,4,6,6
"836",0,6,1,1,6,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
"837",0,6,3,1,6,1,1,1,1,1,1,1,1,4,1,2,1,2,1,2,1,2,2,2,2,2,2,2,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,2,3,2,3,2,2,2
"838",0,6,1,1,6,1,1,1,1,1,1,1,2,1,1,3,1,2,3,3,1,1,1,2,1,2,3,3,2,3,1,2,1,3,2,2,1,2,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2
"839",0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,1,3,2,2,2,2,2,1,2
"840",1,6,3,1,1,1,4,1,1,6,5,1,4,1,1,5,5,2,5,2,1,1,1,1,1,1,4,4,5,2,3,2,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,4,4,6,2,5,5,5,5,1,1
"841",0,6,3,2,5,2,2,2,1,4,3,3,3,2,2,4,2,2,3,3,2,2,2,2,2,2,5,2,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,3,3,3,3
"842",0,4,2,4,2,3,3,1,2,2,3,3,2,1,1,2,6,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,3,3,3,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2
"843",0,6,1,1,5,5,3,2,4,1,1,1,1,1,1,2,1,1,1,1,1,1,6,6,2,2,2,2,1,2,1,1,1,1,4,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,6,6
"844",0,5,1,1,4,1,3,1,1,4,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,3,1,1,1,1,1
"845",1,5,6,4,5,6,6,4,6,4,6,4,4,5,3,6,6,6,5,6,6,6,5,6,6,6,4,6,4,6,4,5,6,5,6,2,6,6,4,6,5,6,4,6,5,5,5,5,6,5,5,5,4,3,6,5,5,5,2,2
"846",0,6,2,2,6,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2
"847",0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,2,2,2,1,2,4,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
"848",0,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,1,2,1,2,4,2,3,2,1,2,3,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,5,2,6,2,2,2,6,2,6,2
"849",0,6,3,2,6,1,1,4,3,2,2,1,1,1,2,2,1,2,3,2,1,2,4,2,3,2,2,2,3,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,4,2,4,2,3,2,3,2,6,2
"850",0,6,1,1,6,1,2,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,4,1,2,1,2,2,2,1,1,1,1,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1
"851",0,6,1,1,6,1,1,1,1,2,1,1,3,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,2,4,2,2,2,3,2,6,2
"852",0,4,1,4,4,1,1,2,3,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,2,1,2,1,2,1,2,1,2
"853",0,6,1,1,6,1,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,2,2,2,1,2,2,2,1,2
"854",0,4,1,1,5,2,3,4,2,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,2,2,2,3,3,2,2,3,3,4,2,1,1,3,3,2,2,3,3,1,1,1,1,4,2,3,3,1,1,1,1,2,2,1,1
"855",0,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2
"856",1,4,6,5,4,4,5,4,6,2,2,3,3,6,2,6,2,6,6,2,2,6,6,6,6,6,4,4,4,4,4,4,6,6,6,6,6,6,4,6,2,2,2,2,6,6,6,6,6,6,2,2,2,2,2,2,2,2,6,6
"857",0,4,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
"858",0,2,1,4,2,3,2,2,2,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,3,3,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2
"859",0,6,1,2,2,2,4,3,2,2,2,4,2,1,1,4,2,2,1,1,2,2,4,4,2,2,2,2,2,2,1,1,4,4,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2
"860",1,4,1,1,4,3,2,2,2,2,4,3,2,2,2,3,2,2,4,2,2,2,6,1,5,2,3,2,1,1,1,1,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,3,2,3,2,3,2,2,2
"861",1,6,2,1,6,1,6,4,2,2,6,5,6,1,1,5,6,2,6,2,1,2,2,2,1,2,2,2,5,2,2,2,4,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,4,2,4,2,1,2,4,2,6,2
"862",1,4,4,4,4,2,4,1,3,4,4,4,2,1,1,6,4,3,3,3,1,1,1,1,4,3,6,2,4,4,2,3,4,4,2,2,4,4,2,2,1,3,3,3,1,1,1,1,4,4,3,3,1,2,2,2,2,2,6,6
"863",0,4,2,1,4,1,2,1,2,1,1,1,2,2,1,3,1,2,1,1,2,2,1,1,1,3,2,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,6,4
"864",0,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,6,2,1,1,1,1,1,1,2,2
"865",0,4,1,1,3,1,1,1,1,1,1,1,2,4,1,1,1,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,2,2,2,2,2,2,2,1,2
"866",0,2,2,4,4,4,6,4,4,2,2,2,2,2,2,4,2,2,4,2,2,2,4,2,4,2,2,2,4,2,2,2,4,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,4,2
"867",0,2,1,1,4,4,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,4,2,2,1,1,1,1,1,1,4,2,1,1,2,4,1,1,1,1,1,1,2,2,1,3,3,3,1,4,1,1,1,1,1,3
"868",0,6,1,1,5,1,1,1,1,1,1,4,1,1,1,1,3,4,4,4,1,1,4,4,4,4,1,4,1,4,1,2,3,4,1,1,2,3,2,3,1,1,1,1,1,1,1,1,1,1,4,3,6,6,3,4,4,4,6,6
"869",0,1,1,5,1,3,2,1,5,1,1,3,2,2,2,2,1,2,2,2,2,2,1,2,4,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,3,2,3,2,2,2,2,2,1,2,4,2,4,2,3,2,3,2,6,2
"870",0,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,6,6
"871",0,2,2,4,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,3,2,2,2
"872",0,5,4,3,4,4,3,3,3,2,2,2,3,1,3,3,4,2,4,2,1,2,4,2,3,2,2,2,3,2,3,2,4,2,2,2,3,2,4,2,3,2,4,2,3,2,2,2,3,2,4,2,4,2,4,2,4,2,4,2
"873",0,6,1,2,6,1,1,1,2,1,1,1,1,2,2,4,1,2,1,2,2,2,1,2,1,2,1,2,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2
"874",1,5,1,1,5,3,4,1,1,1,1,1,1,2,2,4,2,6,3,6,2,2,2,4,4,4,2,2,1,3,1,3,3,6,3,3,3,6,2,2,1,3,2,2,2,2,2,4,2,6,3,6,3,3,3,3,3,3,3,3
"875",0,4,1,2,4,4,1,1,2,1,1,1,1,4,1,3,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"876",0,4,2,2,4,2,2,2,2,2,1,2,1,2,1,3,2,2,3,3,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2,3,3,1,1,3,3,1,1,2,2
"877",0,4,2,2,1,1,1,2,2,1,1,1,1,1,1,3,1,3,1,2,1,2,2,2,3,3,2,2,1,3,1,2,3,3,2,3,1,2,1,2,1,2,1,2,1,2,1,2,2,3,3,3,3,2,2,2,3,2,2,2
"878",0,2,1,3,2,1,1,1,2,2,1,2,2,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,2,3
"879",0,5,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"880",1,2,1,1,2,1,4,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"881",1,6,2,1,6,1,1,1,2,4,3,1,3,2,2,3,1,1,3,2,2,2,1,2,1,2,4,2,4,2,3,2,3,2,3,2,3,2,1,2,1,2,1,2,2,2,2,2,1,2,3,2,1,2,3,2,2,2,1,2
"882",1,4,1,1,3,3,2,1,2,2,2,3,2,3,1,3,3,4,3,3,2,2,5,5,1,2,2,2,2,3,1,3,2,3,2,2,2,2,2,3,2,4,3,3,2,2,2,2,2,2,4,4,1,3,2,3,2,2,2,3
"883",0,6,1,1,6,1,1,1,1,1,1,1,1,1,1,3,4,2,1,1,1,1,4,2,4,2,4,2,3,2,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,2,1,1,1
"884",0,4,2,1,4,1,1,1,3,1,1,1,1,1,1,1,1,2,3,2,1,2,1,2,1,2,1,2,2,2,1,2,4,2,4,2,4,2,3,2,4,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
"885",0,3,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
"886",0,6,1,1,6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"887",0,4,1,1,4,1,1,1,1,1,1,1,1,4,1,3,3,3,2,3,2,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,6,4
"888",0,3,3,4,2,2,2,2,4,2,2,3,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,4,2,3,2,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,3,2
"889",0,6,2,3,4,1,3,4,1,1,1,5,3,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,4,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2
"890",0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2
"891",1,5,1,1,4,1,2,1,3,1,4,5,2,3,4,5,1,2,4,2,1,1,4,4,2,2,2,2,4,3,2,2,4,2,2,2,3,1,2,2,2,2,3,2,1,1,1,1,2,2,5,4,4,4,4,1,4,4,1,1
"892",0,6,1,1,6,2,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,6,2,2,2,3,2,2,2
"893",0,2,1,1,3,2,3,4,2,1,1,1,3,1,1,3,1,1,1,1,1,1,1,3,1,3,2,2,3,3,3,3,2,2,1,1,1,1,4,3,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
"894",0,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2
"895",1,1,3,4,3,6,5,4,5,3,2,1,1,1,1,6,2,6,3,6,1,2,1,2,1,5,1,6,4,6,2,4,3,6,4,1,2,6,2,6,1,5,4,4,2,6,1,4,2,6,6,6,1,1,1,6,2,2,6,1
"896",0,5,1,1,5,2,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,4,2,3,3,2,2,2,2,1,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,4,4,1,1,3,1,1,1,6,5
"897",1,5,1,1,1,1,1,1,2,1,1,1,1,4,1,4,1,2,2,2,1,3,1,2,2,3,2,3,1,3,1,2,1,6,1,2,1,1,1,3,1,1,1,3,1,6,1,6,1,6,3,6,2,2,1,1,3,3,1,4
"898",1,6,1,1,6,1,6,1,1,1,1,6,6,2,2,4,6,6,6,6,2,2,6,6,6,6,2,2,4,4,1,1,4,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2,4,4,6,6,4,4,1,1,2,2
"899",0,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,6,6
"900",0,4,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"901",0,6,1,2,6,1,1,1,2,1,1,1,1,2,2,4,1,2,1,2,2,2,1,2,1,2,1,2,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2
"902",0,4,1,2,4,1,1,1,1,1,2,2,1,1,1,4,4,2,1,1,1,2,2,2,2,3,6,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1
"903",0,6,1,2,6,1,1,1,2,1,1,1,1,2,2,4,1,2,1,2,2,2,1,2,1,2,1,2,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2
