"","overallx","nrisk1","nrisk2","nrisk3","nrisk4","nrisk5","nrisk6","nrisk7","nrisk8","nrisk9","nrisk10","nrisk11","nrisk12","nrisk13","nrisk14","nrisk15","nrisk16","nrisk17","nrisk18","nrisk19","nrisk20","nrisk21","nrisk22","nrisk23","nrisk24","nrisk25","nrisk26","nrisk27","nrisk28","nrisk29","nrisk30","nrisk31","nrisk32","nrisk33","nrisk34","nrisk35","nrisk36","nrisk37","nrisk38","nrisk39","nrisk40","nrisk41","nrisk42","nrisk43","nrisk44","nrisk45","nrisk46","nrisk47","nrisk48","nrisk49","nrisk50","nrisk51","nrisk52","nrisk53","nrisk54","nrisk55","nrisk56","nrisk57","nrisk58","nrisk59"
"1014",1,6,2,1,6,1,6,1,1,6,2,1,1,1,1,6,6,4,1,1,1,1,6,6,5,2,5,4,4,4,3,2,4,4,2,2,2,3,1,2,2,6,2,2,2,2,2,2,2,2,4,4,5,4,4,4,3,3,1,1
"1015",0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,6,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,1,1
"1016",1,6,1,1,6,1,4,1,1,1,1,1,1,1,1,2,1,1,2,4,1,1,2,2,3,3,1,2,3,4,4,4,4,4,4,3,3,5,3,4,3,4,2,2,2,2,2,2,4,2,4,4,3,2,3,4,3,4,4,4
"1017",0,6,2,2,5,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,2,4,2,3,2,3,2,2,1
"1018",0,3,4,4,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,2,1,1,2,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
"1019",1,4,4,4,2,1,1,1,5,1,1,1,1,1,1,4,1,1,2,2,1,1,1,3,1,1,6,6,3,3,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,4,1,1,2,2,1,1,1,1
"1020",0,2,1,5,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,2,1,1,1,3,1,2,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,2
"1021",0,6,2,1,6,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1
"1022",1,6,1,1,6,2,6,1,4,6,4,6,3,1,1,3,6,2,1,2,1,2,2,2,1,2,6,2,4,2,1,2,6,2,2,2,2,2,2,2,1,2,3,2,1,2,1,2,1,2,6,2,6,2,3,2,3,2,6,2
"1023",1,5,1,1,5,6,5,1,4,3,5,6,5,2,6,6,5,5,6,6,2,2,6,6,5,6,2,5,6,6,2,2,6,2,5,6,5,5,5,5,4,6,4,2,6,6,2,2,6,6,6,6,5,2,4,2,5,2,5,6
"1024",0,6,2,1,4,1,2,2,1,1,1,2,1,2,2,2,3,2,1,1,2,2,4,4,2,2,2,2,2,2,2,2,3,3,2,2,2,2,1,1,1,1,2,2,1,1,2,2,3,3,2,2,1,1,2,2,2,2,2,2
"1025",0,6,1,1,6,1,1,1,1,1,2,2,2,1,1,3,1,1,4,2,2,2,2,2,2,2,2,2,4,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,3,3,3,3,3
"1026",0,2,4,3,2,1,3,2,4,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,3,3,4,2,2,2,2,2,6,6
"1027",0,2,3,3,3,1,2,1,4,2,3,2,3,4,3,4,2,2,3,2,2,2,2,2,2,4,2,2,3,3,3,3,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,1,2,2,3,2,3,3
"1028",0,6,1,2,1,1,1,1,3,1,1,4,2,1,1,5,3,2,1,2,1,2,4,2,2,2,2,2,4,2,3,2,4,2,2,2,4,2,3,2,3,2,1,2,1,2,1,2,4,2,2,2,5,2,2,2,4,2,2,2
"1029",0,6,1,1,6,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2
"1030",0,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,6,6
"1031",0,6,6,1,6,1,1,1,1,1,6,1,1,1,1,5,1,1,3,3,1,1,2,2,2,2,2,2,3,3,1,1,4,4,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,1,1
"1032",0,6,1,1,6,1,2,1,2,2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,4,4,2,2,1,1,2,2,1,2
"1033",1,6,2,1,6,2,6,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,4,2,2,2,6,2,4,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2
"1034",0,2,2,1,1,2,1,1,2,1,1,1,1,3,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,3,2,1,1,1,1,1,1,2,2
"1035",0,6,4,4,5,2,4,2,2,2,2,4,3,2,2,4,3,2,2,2,2,2,5,2,4,5,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2
"1036",0,5,1,2,4,1,4,5,1,1,1,2,1,1,1,2,4,2,1,2,1,2,3,2,4,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,4,2,2,2,2,2,2,2
"1037",0,6,2,2,6,1,2,4,2,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1038",0,6,2,2,5,1,2,1,2,1,2,4,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,3,2,3,2,3,2,2,2
"1039",0,6,1,1,6,1,1,1,1,1,2,1,1,2,2,4,4,4,2,2,2,2,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
"1040",1,2,5,3,5,5,2,2,4,1,2,4,1,1,1,4,4,2,3,2,1,2,2,2,4,2,6,2,4,2,2,2,5,2,2,2,4,2,5,2,4,2,6,2,4,2,1,2,5,2,6,2,1,2,2,2,2,2,6,1
"1041",0,6,1,1,6,1,1,2,1,2,2,2,1,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
"1042",0,4,4,2,5,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,3,3,2,2,4,4,2,2,1,2,1,1,1,1,1,1,3,3,2,2,1,1,2,2,2,2,3,3
"1043",0,4,1,1,5,1,3,4,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1044",0,6,2,3,6,1,4,2,3,1,1,1,1,2,2,3,3,1,6,1,2,2,1,1,3,1,3,1,1,1,1,1,4,1,1,1,1,1,6,1,2,2,1,1,1,1,1,1,6,1,6,3,1,1,1,1,1,1,1,1
"1045",0,4,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2
"1046",0,2,4,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2
"1047",0,3,1,1,4,3,1,1,4,1,1,1,1,3,1,3,1,2,2,2,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,2,1,3,1,1,1,1,1,1,1,3,1,3,2,1,1,1,4,2,2,1,1,1
"1048",0,6,4,2,6,2,2,1,2,5,3,3,2,1,1,4,1,1,4,4,1,1,2,2,5,5,2,2,4,4,1,1,4,4,2,2,2,2,2,2,4,4,1,1,2,2,2,2,2,2,4,4,4,4,3,3,4,4,2,2
"1049",0,2,2,1,2,1,1,1,3,1,1,1,1,6,1,1,1,2,2,4,1,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,2,2,1,1
"1050",0,6,1,1,6,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,4,2,2,2,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,2,2
"1051",0,2,2,5,2,2,2,2,4,2,3,3,2,2,2,3,3,3,3,3,2,2,4,4,4,4,2,2,3,3,2,2,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
"1052",1,6,3,2,2,2,4,3,4,3,3,4,4,4,2,4,4,4,4,4,2,2,5,5,3,3,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"1053",0,2,2,2,2,2,4,1,2,1,1,2,2,2,2,4,5,1,5,2,2,2,5,2,5,1,4,2,3,3,2,2,3,3,2,3,1,1,3,1,1,1,1,1,1,1,1,1,3,3,5,5,1,1,3,3,2,2,2,2
"1054",0,4,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,4,2,1,2,1,2,1,2
"1055",0,6,2,1,6,1,2,1,2,2,2,3,1,2,2,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"1056",0,4,3,1,2,1,2,6,2,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1057",1,5,1,1,5,1,1,1,1,1,1,1,1,2,6,1,4,1,4,4,1,1,6,6,6,6,6,2,4,4,3,3,4,4,4,4,1,1,4,4,1,1,4,4,2,2,4,4,4,4,6,4,1,1,1,1,1,1,1,1
"1058",0,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,6
"1059",1,4,1,1,4,2,2,2,2,4,2,2,2,1,1,2,2,2,2,2,2,2,4,4,4,4,2,2,2,2,2,2,4,4,2,2,6,4,2,2,2,2,2,2,2,2,1,1,2,2,4,4,4,1,4,4,5,5,6,6
"1060",0,6,2,1,2,2,3,1,1,1,3,3,3,1,1,4,3,2,3,2,1,2,3,4,2,2,2,2,3,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2,1,1,3,2,2,2,2,2,4,2,1,2,1,2,2,2
"1061",0,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
"1062",1,6,3,1,6,3,6,1,4,1,5,5,6,2,4,4,1,4,6,6,2,2,6,6,6,6,6,2,6,4,4,4,6,6,6,6,4,4,6,2,4,2,3,3,2,2,4,4,6,6,6,6,6,6,3,5,5,6,6,6
"1063",0,6,1,1,6,1,6,5,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,1,2,2,2,2,3,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2
"1064",0,4,1,1,1,4,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,4,4,1,1,2,1,2,1,1,1,4,4,2,1,1,1,1,1,1,1,1,1,2,2,1,1,3,3,2,2,1,2,1,1,1,1,2,2
"1065",0,6,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,1,2,2
"1066",0,4,1,1,4,1,1,1,1,1,1,1,2,1,1,1,4,4,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2
"1067",0,5,1,1,5,2,6,1,1,1,1,1,1,2,2,5,2,2,4,2,2,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,2,4,2,4,2,4,2,1,2
"1068",0,2,2,2,1,1,4,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,4,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2
"1069",0,4,2,2,5,1,5,2,2,2,2,4,5,1,1,2,4,4,4,4,1,1,4,4,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,4,4,2,2,2,2,2,2,1,6
"1070",0,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,2,2,2,1,1,1,1,4,4,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,3,3,4,4,1,1
"1071",0,6,1,1,6,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,5,2,4,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,2,2,2,2,2,2,2,1,2
"1072",1,2,4,3,4,2,5,1,3,3,3,4,1,3,1,3,4,4,3,5,1,1,5,2,4,4,3,6,4,4,2,1,2,5,4,4,1,2,2,2,4,2,2,2,1,1,1,1,2,2,6,6,2,1,2,2,3,3,2,6
"1073",1,4,3,3,4,4,2,1,3,2,2,2,2,2,2,2,3,3,3,3,2,2,2,4,2,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,6,6
"1074",0,6,1,1,6,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2
"1075",0,6,1,2,6,1,2,1,1,1,1,3,1,1,1,2,2,2,1,2,1,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,3,2,3,2,2,2,2,2,2,2,2,2
"1076",0,6,1,1,6,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1077",0,4,4,1,6,4,1,1,4,1,3,1,1,1,1,1,1,1,3,3,1,1,2,2,1,6,2,2,4,4,4,4,6,6,1,1,6,6,5,5,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6
"1078",1,6,1,1,6,1,6,1,1,1,1,1,2,2,2,4,2,2,2,3,2,2,3,2,4,4,1,2,2,2,1,2,2,2,2,2,4,5,1,1,1,1,2,2,2,2,2,2,2,2,2,3,1,2,1,1,2,3,2,2
"1079",0,4,2,2,3,2,2,2,2,2,2,3,2,2,2,4,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,4,4
"1080",0,2,4,4,3,2,2,2,4,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1
"1081",0,4,1,2,4,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2
"1082",0,6,2,2,2,2,4,2,2,1,1,1,1,2,2,4,2,2,2,2,2,2,1,3,1,3,2,2,2,2,1,2,1,4,1,2,1,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,4,4
"1083",0,3,2,2,3,1,1,1,1,1,1,1,2,1,2,3,3,2,4,2,1,2,2,2,1,2,1,2,3,2,2,2,3,2,2,2,4,2,3,2,2,2,3,2,1,2,1,2,3,2,4,2,5,2,2,2,3,2,6,2
"1084",0,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1
"1085",0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1086",1,4,2,1,4,6,4,5,6,2,1,4,2,6,4,5,2,6,2,2,2,6,2,2,2,6,2,2,2,2,2,2,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,4,5
"1087",1,2,1,2,2,4,2,4,3,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,3,1,4,2,2,2,2,3,2,4,2,4,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,1,2,1,2,1,2,6,6
"1088",0,6,1,1,6,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2
"1089",0,2,4,4,2,1,2,1,5,1,1,4,2,1,1,4,1,1,1,3,2,2,1,2,5,5,1,3,2,4,2,6,2,2,2,2,1,6,2,2,2,2,2,2,1,6,2,6,1,6,4,2,4,2,3,2,1,2,2,1
"1090",1,6,2,2,6,1,2,3,1,1,1,1,1,2,1,1,1,6,1,2,1,6,1,2,4,4,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,2,3,2,1,2,2,2,2,2
"1091",0,2,1,1,2,4,1,1,3,1,1,1,1,3,1,2,1,1,2,2,1,2,1,3,1,4,4,2,2,4,2,3,2,3,1,2,1,2,1,2,2,4,1,1,1,1,2,2,2,3,3,3,1,2,2,2,2,2,2,2
"1092",1,6,1,1,6,1,6,1,1,6,6,6,1,2,2,6,6,2,6,2,2,2,6,2,6,2,1,2,4,2,4,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,6,1,6,1,4,1,6,1,1,1
"1093",0,1,2,1,6,1,1,4,2,1,1,1,1,1,1,4,4,4,2,1,1,1,4,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,2,2,1,1,1,1
"1094",0,4,1,4,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
"1095",0,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2
"1096",0,4,1,3,3,1,4,1,3,3,1,1,1,1,1,1,1,2,3,2,1,2,1,2,2,2,2,2,3,2,1,2,1,2,2,2,1,2,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2
"1097",0,2,2,2,4,4,4,1,4,2,3,2,2,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,2,1,1,1,1,1,1,3,2
"1098",0,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1099",0,6,1,1,6,1,1,1,2,1,1,2,2,1,1,3,2,2,4,2,1,2,4,2,3,2,2,2,2,2,1,2,2,2,2,2,4,2,1,2,1,2,1,2,1,2,1,2,2,2,3,2,4,2,2,2,2,2,6,2
"1100",0,5,3,2,4,1,2,1,4,1,1,1,1,2,2,2,1,2,2,3,2,2,1,1,2,2,3,4,3,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,6,6,1,1,1,1,2,2,1,1
"1101",0,6,5,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1
"1102",0,2,2,2,3,1,1,1,1,2,2,2,1,1,2,2,1,2,3,2,2,2,2,2,2,1,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,3,2,3,2,2,2
"1103",0,4,4,2,3,4,5,2,2,2,2,2,3,2,4,3,3,5,2,2,2,2,2,2,3,5,2,2,3,4,1,3,1,3,2,3,3,3,3,3,2,2,2,2,6,6,3,3,4,4,6,6,1,3,1,1,3,4,3,3
"1104",0,6,2,1,6,2,5,5,3,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,3,1,2,2,2,2,2,1,1,1,1,2,2,1,1,4,4,4,4,1,1,2,2,2,2,1,3
"1105",0,4,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"1106",1,4,5,5,4,4,6,4,5,4,3,6,2,2,2,6,3,2,2,2,1,1,2,2,1,2,2,2,4,2,3,2,4,2,2,2,4,2,4,2,4,2,1,2,1,2,2,2,4,2,5,2,4,2,1,2,3,2,6,2
"1107",0,6,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1108",0,4,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
"1109",0,4,2,2,3,3,2,1,2,1,1,1,1,2,1,2,2,6,2,6,1,6,1,5,4,5,2,2,2,2,1,2,2,6,2,2,1,6,1,2,2,6,1,2,1,6,2,6,2,6,2,2,1,1,2,2,2,2,1,2
"1110",1,6,3,1,1,1,1,1,3,4,4,4,1,1,1,5,4,3,1,3,1,1,2,2,1,3,3,4,2,2,3,2,4,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,3,3,4,4,6,1,4,1,4,1,4,2
"1111",0,5,1,1,1,1,1,1,1,1,1,3,2,1,1,4,1,4,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,1,1,2,2,1,1
"1112",0,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,4,1,1,1,1,1,2,2
"1113",0,6,2,3,6,1,4,2,3,1,1,1,1,2,2,3,3,1,6,1,2,2,1,1,3,1,3,1,1,1,1,1,4,1,1,1,1,1,6,1,2,2,1,1,1,1,1,1,6,1,6,3,1,1,1,1,1,1,1,1
"1114",0,6,4,2,6,2,6,5,2,1,2,2,1,2,1,3,3,1,3,2,2,2,5,1,1,1,2,2,3,2,2,1,4,4,2,2,4,3,2,2,2,1,1,1,2,2,2,2,4,4,2,2,1,1,2,2,2,2,2,2
"1115",0,6,1,1,1,1,1,1,1,1,1,4,1,2,2,1,3,1,1,1,2,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1116",0,6,6,1,6,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,4,3,3,3,3,3,3
"1117",1,6,2,1,6,1,6,4,1,3,1,1,2,1,1,2,2,2,2,2,1,2,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2
"1118",1,6,4,4,6,3,2,2,3,2,3,5,4,2,2,3,4,2,4,2,1,2,4,4,3,4,4,2,3,3,3,4,4,4,2,2,3,4,3,2,4,2,5,2,2,2,2,2,3,2,4,4,4,3,4,3,4,4,4,4
"1119",0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,6,2
"1120",0,2,1,3,3,1,1,1,2,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1121",0,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,5,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,6,6
"1122",1,5,3,3,5,3,4,3,3,3,3,4,3,2,2,5,5,2,3,2,2,2,3,2,3,2,3,2,3,2,4,2,4,2,3,2,4,2,3,2,3,2,3,2,2,2,2,2,3,2,3,2,3,2,4,2,4,2,6,4
